3.528261899833205484e-01,1.921126459626499028e-01,1.163643439792448192e-01,4.247972142573892135e-02,6.562634936272650210e-02,7.851606762660340300e-02,4.454963739525091143e-02,4.864849058670910054e-02,3.539752880256278461e-02,2.347902487519314130e-02
2.442705348408810984e-01,3.137076150369510485e-01,4.790003040266962997e-02,1.197977219765384155e-01,3.853645723755552699e-02,7.043185735016929683e-02,5.874798042088140437e-02,4.401783561391187094e-02,3.358103984421094423e-02,2.900892727623073652e-02
3.578572133891928519e-01,2.361280226123891324e-01,2.356540433001999557e-02,1.318012986444854207e-01,3.169571228997946494e-02,5.360010320629569197e-02,6.169752947904485335e-02,4.583021622908652754e-02,2.336087223083660805e-02,3.446362758866952647e-02
9.416344612036954276e-01,1.486090899791320946e-02,3.730793890208708007e-03,5.660511688822159916e-03,8.769184217709724560e-03,5.049999866203864173e-03,6.208936146855370715e-03,6.928098424682360180e-03,3.905003248301491120e-03,3.252102315607560690e-03
7.513640468407881690e-01,8.247764467799173493e-02,1.136512513198507587e-02,3.793060017155919228e-02,2.158403477593742736e-02,2.097150938391754288e-02,2.551860231309441979e-02,2.054828216321086948e-02,1.409906582894024374e-02,1.414108871257548430e-02
3.970640918236499339e-01,4.119657175815699679e-02,3.849537143161966407e-02,8.780232698255864554e-02,1.084472065294175697e-01,1.204011416556761277e-01,3.813039123588883583e-02,1.195386008821832241e-01,2.351354652414337082e-02,2.541075117670563849e-02
3.306612751195671662e-01,2.701884789226245975e-01,4.056372326476893886e-02,9.862868497517844613e-02,4.584245754480727880e-02,6.067472505781429382e-02,5.545481062091942720e-02,3.962105800847171011e-02,3.162450493158246861e-02,2.674028155426555822e-02
4.067867222103204727e-01,2.384563761535996029e-01,9.350795614954988261e-03,1.616099344650675784e-01,1.678627747540105408e-02,2.951161088092837601e-02,5.803077791160232007e-02,3.596453365614835085e-02,1.358991183440931040e-02,2.991305979756784042e-02
6.554981738088389021e-01,4.053444267539989265e-02,8.421495535152953571e-02,1.101890015444368341e-02,6.112575972032763261e-02,5.130059675932874264e-02,2.026631034186588548e-02,4.470549855877020001e-02,1.844497458936150691e-02,1.289038804013410353e-02
5.849424904786635349e-01,1.721262444122548529e-01,1.786082940332719624e-02,6.168213104075682962e-02,2.872359660295670594e-02,2.813503165169203152e-02,3.635199168634267730e-02,2.742848629290715531e-02,2.072572394413849800e-02,2.202347448696034132e-02
7.179771156104459706e-01,5.491706354790507061e-02,4.267181234713923743e-02,1.782242971985123145e-02,4.197123798825735941e-02,3.703556433172489060e-02,2.467730149869021977e-02,3.343923480118540792e-02,1.692489002860306929e-02,1.256335012619732780e-02
3.043963492278848881e-01,2.705992524069044669e-01,5.752101085036693748e-03,2.328848238705223950e-01,1.506329313989901789e-02,1.913066907990362484e-02,6.812363155376420509e-02,2.677786958109138957e-02,1.279420519440134345e-02,4.447780486059202398e-02
8.622271185335421695e-01,4.149971904519705879e-02,9.878137655181520524e-03,1.449616408389211263e-02,1.491363814616928317e-02,1.284214683029883709e-02,1.429104380830922838e-02,1.380900163306407816e-02,8.234694292168675406e-03,7.808335972177106628e-03
5.288700765929766900e-01,2.651934717260035976e-02,1.075127122797459173e-01,1.630460268057743953e-02,9.542259416882026279e-02,7.363221757035244563e-02,2.222732996719196594e-02,8.984586543260435210e-02,2.314340817167049452e-02,1.652184596346012793e-02
3.253953054560929092e-01,4.141894911369642940e-01,3.539542631210054182e-04,1.288265153726253498e-01,1.464597316259180293e-03,1.567168092229190507e-03,3.653137345346504916e-02,5.063370060629402737e-03,2.253049338078834483e-03,8.435517551053468843e-02
4.904063480272896625e-01,6.584095576560033969e-02,1.527874739495977893e-02,1.347048079209394733e-01,6.060514086807364253e-02,8.423473523817795461e-02,2.798152583043367336e-02,8.316151218519171606e-02,1.587790852637188665e-02,2.190831824296184116e-02
3.117009634237202786e-01,2.635404881750568751e-01,3.187565030743325784e-02,1.309182716313604389e-01,5.082336026195947987e-02,6.131699248265926744e-02,5.158252917696524303e-02,4.147554559256053791e-02,3.081005550493260900e-02,2.595614344335211640e-02
9.765492934395275659e-01,3.327619431348028019e-03,3.775008287294585093e-03,6.914979650791476832e-04,5.243122365903545544e-03,2.448798432475404307e-03,1.843939673417219292e-03,3.451719735984822360e-03,1.616511201742363429e-03,1.052489467227227162e-03
2.340274849315675254e-01,5.583350481724004555e-02,1.082925529596221043e-01,6.035962166151739167e-02,1.144571202392437176e-01,1.868105782614824517e-01,5.059394358903426814e-02,1.301898963743672033e-01,3.069461113746782890e-02,2.874068602845756756e-02
7.341684409550327528e-01,7.245912763634797249e-02,4.082496017493716239e-02,1.440145191616201172e-02,3.542840868677976651e-02,2.984654805788295243e-02,1.940933702644267664e-02,2.586411204211280443e-02,1.721474761267669656e-02,1.038286589162528209e-02
2.281415474587936143e-01,4.119265551081248145e-01,3.459531444953254514e-02,1.155725212203738556e-01,2.713281141629936277e-02,5.245814368431276492e-02,5.095730458738191582e-02,2.809469242957780832e-02,2.666782705338101647e-02,2.445328259222218081e-02
7.716810341518289817e-01,4.661567366928057871e-02,2.043271056777677327e-02,2.384389635546676350e-02,2.951611580916297869e-02,2.484604084398909021e-02,2.478388164543599698e-02,3.065680570576654468e-02,1.393125026340500359e-02,1.369259098788715850e-02
8.210035409650541238e-01,3.087559928640072962e-02,2.056205732781535636e-02,1.414266673174382170e-02,3.106204545717043686e-02,2.305086694579640966e-02,1.505086274419292422e-02,2.556855808127622698e-02,9.890962760012693075e-03,8.792839700537161476e-03
3.728053145998914131e-01,2.385257091481672309e-01,1.237752815538667971e-02,1.654771391755958110e-01,2.753314482506177135e-02,3.728544213011155545e-02,6.080388631633379393e-02,3.801240905596887931e-02,2.013152805793781697e-02,2.704789853554512638e-02
5.684791104317296062e-01,1.652499394488075590e-01,2.359297852594192252e-02,6.208675391471834420e-02,3.326726499011609800e-02,3.550410285799133342e-02,3.920989953057527067e-02,3.271009366596478590e-02,1.987169176715818109e-02,2.002816486699690937e-02
3.299703763623870745e-01,2.272798042079472447e-01,4.960269683789882145e-02,9.433630074042240188e-02,6.083545924687353001e-02,7.154905099889459497e-02,5.602811064861838719e-02,4.700487281379764348e-02,3.596180039500985332e-02,2.743152774815041384e-02
1.225862765211693517e-01,1.992351395950258675e-01,2.175686498693936155e-01,5.243712182711931374e-02,9.484454491054007674e-02,1.310855751536174341e-01,4.880054064498368788e-02,6.195832406173289175e-02,4.554360939358831351e-02,2.594021802282946848e-02
5.670324334521216203e-01,5.851260181632070290e-02,6.209995216424130104e-02,3.151587915318251887e-02,7.670438363364349976e-02,6.244674190290230853e-02,3.500455898356433920e-02,6.076724672023649937e-02,2.615185149521060542e-02,1.976435067857669481e-02
3.916700965936141254e-01,1.496082982287791352e-01,5.516179598308137977e-02,7.825828239849458301e-02,6.648884303900372272e-02,7.730979335776326511e-02,5.790209338659309951e-02,5.955827976520385036e-02,3.488969974764408177e-02,2.915281749982269466e-02
6.657018965710171932e-01,7.405999317377924551e-02,4.058618282450079939e-02,2.554595082548802645e-02,4.403486458938030146e-02,4.383686085925374981e-02,3.209877141372464993e-02,3.886118963207982335e-02,1.877296197225621077e-02,1.650132813851997587e-02
3.143482640162618136e-01,2.536002422665729061e-01,2.887571247481705156e-02,1.327170540182225356e-01,4.687251684596851348e-02,6.223355559181986685e-02,5.832891536448829573e-02,4.238725816589325457e-02,3.101948522219860269e-02,2.961699603375711823e-02
9.177272644512683986e-01,1.485431101885032260e-02,1.129953275819932899e-02,4.068127668840102601e-03,1.444597835556614245e-02,9.362125570919073089e-03,7.522750433779334424e-03,1.111234885689342533e-02,5.299168276966157408e-03,4.308392608717777870e-03
7.307578002423472663e-01,7.041809107351258701e-02,2.586805995671932409e-02,2.530397777711657775e-02,3.051927737850161637e-02,3.162254362663060453e-02,2.683231862566216527e-02,2.860381690435205917e-02,1.673350385071721569e-02,1.334061056444063066e-02
3.985624435013447320e-01,7.860491344041059536e-02,1.008401313279462114e-01,4.203091430938651896e-02,1.065652832575832709e-01,8.556408764185421956e-02,4.844072514898915133e-02,7.497741709420023548e-02,3.813489529176281728e-02,2.627918898652220614e-02
2.733755309939796541e-01,2.268847797066935734e-01,4.940061694568614881e-02,1.168316182890676014e-01,6.005163371919883253e-02,7.850459153185165850e-02,6.365899199924031360e-02,5.653850098688709830e-02,3.818666081219622421e-02,3.656707501519904091e-02
6.531686812897620487e-02,4.345563201946808785e-01,4.644413881882249878e-02,1.777829037246721477e-01,2.469877232034613929e-02,7.838957171935845292e-02,6.393558232045332135e-02,3.932297969708165725e-02,2.461349971758568581e-02,4.493936335802312110e-02
8.162519235114864546e-01,5.278916883673518551e-02,1.296574079783451884e-02,2.135870471195526824e-02,2.085928777090960765e-02,1.707403418675556769e-02,1.901174719664273233e-02,1.906080120970600478e-02,1.037234447540899898e-02,1.025624730256546359e-02
8.234820806136708971e-01,1.810707453623000215e-02,3.817642200763150112e-02,5.234827416597150930e-03,3.687601952405863276e-02,2.387600453624732361e-02,1.252426712789524339e-02,2.367740535777173791e-02,1.099416621609436082e-02,7.051732663803433887e-03
9.038406694358793736e-01,3.659035082706730505e-03,2.770229309136314558e-02,1.078903675916687618e-03,2.329557632966859637e-02,1.228428103738466066e-02,4.198689132982500252e-03,1.636766593287304616e-02,4.653899233052546415e-03,2.918987048172956133e-03
4.010529864372739950e-01,2.173561707336503501e-01,5.038610246945253446e-02,7.124960426106877187e-02,5.485793694688420596e-02,6.008884383997119272e-02,4.825386723744516659e-02,4.180181796064957184e-02,3.150809073746053957e-02,2.344457937614352616e-02
5.314385915667403371e-01,1.160623910438921408e-01,5.612504393892230048e-02,4.215787328129579070e-02,5.662568270539412862e-02,6.056174414991747496e-02,4.090521550322723937e-02,4.681711679022792366e-02,2.833340169461453714e-02,2.097293932576807171e-02
3.507819438834776649e-01,3.019537314378205051e-01,3.703764104262527446e-02,8.199157992640752901e-02,4.290534720116314510e-02,4.952718696030730672e-02,4.752425640508454313e-02,3.498764370426669934e-02,2.876682880781877144e-02,2.452384063102845332e-02
6.766508524151620962e-02,1.217904180589816643e-01,2.974629199351703779e-01,5.317879768291148418e-02,4.834028932180867849e-02,1.946207157596943904e-01,4.703069716447243892e-02,1.126676412452846526e-01,2.946062110004894763e-02,2.778281449011108656e-02
3.009372192521133083e-01,2.605511541730171632e-01,3.595174325575677815e-02,1.252178593235336035e-01,4.772282117360410192e-02,6.085295115938251648e-02,5.933744013148661844e-02,4.622304984500437419e-02,3.291762376932642897e-02,3.028813791677521794e-02
6.989907658076903729e-01,1.045414375156356462e-01,1.549831196484978239e-02,4.468584206006474130e-02,2.424367880457239249e-02,2.457929905675491911e-02,3.017983769763324040e-02,2.502320765396782651e-02,1.609202500199707203e-02,1.616559443683404998e-02
5.496009169814833895e-01,1.517263175376094286e-01,5.152928927400213938e-02,3.507096922012335055e-02,5.278380421292786645e-02,4.754292657046228082e-02,3.356192288045282274e-02,3.357720932140301900e-02,2.689225029577527529e-02,1.771439370576040687e-02
5.310068898946768146e-01,1.444518582015045516e-01,5.551558029515704651e-02,3.801393508757573703e-02,5.769350429734274727e-02,5.023746252165892101e-02,3.649712376909202555e-02,3.962340558876247670e-02,2.788117476110692217e-02,1.907906558312270212e-02
8.652976398662419744e-01,3.416300983356190812e-02,1.397805597235682491e-02,9.465634048799390424e-03,1.896930812740219713e-02,1.501350006438976863e-02,1.244538019574167355e-02,1.572309897316768665e-02,8.313097150240143438e-03,6.631275768098476159e-03
4.824164643743723002e-01,1.194689548790782777e-02,5.691045389011076434e-03,1.458181709867413522e-01,7.106395190118777738e-02,1.063385285369174010e-01,1.227282646338861798e-02,1.439007409015448102e-01,5.822834902933107445e-03,1.472854105599543176e-02
6.705876515511328684e-01,1.114066153456014924e-01,1.819392876427636946e-02,4.619135249782812397e-02,2.781423724349498319e-02,3.097794135373205249e-02,3.219749148162094621e-02,2.840460610691785542e-02,1.799299364021259701e-02,1.623318201518283641e-02
8.258284589097722450e-02,2.341749381922761386e-01,3.561346593402003324e-01,2.172809774211915956e-02,8.046740355148156165e-02,1.057964606789997819e-01,2.886708715611278203e-02,3.506642947239393265e-02,3.857843863582895161e-02,1.660363933961025301e-02
1.090069101006407443e-01,4.118187821426724793e-02,4.409462174288671932e-01,1.335514059212128922e-02,1.292504087342583041e-01,1.201060925915102690e-01,2.649444698806228959e-02,7.499513922653303077e-02,2.983620434163388249e-02,1.482756178210575121e-02
3.100692185444676174e-01,2.860460327358239074e-01,4.052708004472903303e-02,1.016920908364334630e-01,5.066127347447216267e-02,6.312456901670962517e-02,5.313523784159942392e-02,3.783999682244622298e-02,3.266505448128862593e-02,2.423944620202982125e-02
4.935591150460041932e-01,1.258651127315107143e-01,3.650739886574837223e-02,7.758012804716905852e-02,5.176123277291098251e-02,5.047345336334654875e-02,5.449161524507787485e-02,5.559360386765834633e-02,2.451296480382569518e-02,2.965537525674828007e-02
6.912033925057704808e-02,6.160715502545691113e-02,5.443118008355821713e-01,1.041249139428872088e-02,8.013600634636468267e-02,1.153564002294752144e-01,2.207128811217179756e-02,5.431939047323990771e-02,2.857229697877600519e-02,1.409283135406760347e-02
1.954257249652174566e-01,1.823839478572195083e-01,1.680307281291682775e-01,5.842815503907360791e-02,8.967841405083724904e-02,1.144104236175834260e-01,5.624433780855129378e-02,6.455227464043582219e-02,4.332596230675103688e-02,2.752003158516238071e-02
